sensitivity_variant,sensitivity_variant_type,sensitivity_description,excluded_genes,excluded_modules,dataset_id,contrast,contrast_source,control_condition,case_condition,metric,control_n_raw,case_n_raw,pairing_keys,independent_unit_keys,analysis_design,analysis_n,paired_n,analysis_n_control,analysis_n_case,control_mean,case_mean,mean_delta,delta_sd,ci95_low,ci95_high,effect_size_name,effect_size,p_value,test_method,ci_method,q_value_global,q_value_metric,evidence_flags,mean_delta_primary,ci95_low_primary,ci95_high_primary,p_value_primary,q_value_metric_primary,evidence_flags_primary,delta_difference_vs_primary,abs_delta_difference_vs_primary,relative_abs_delta_difference_vs_primary,direction,direction_primary,direction_same_as_primary,primary_ci_supported,variant_ci_supported,ci_support_retained,ci_support_lost,ci_support_gained,direction_flipped
drop_classic_cytokines,gene_drop,Drop classic cytokine/chemokine inflammatory genes.,CCL2;CXCL8;IL1B;IL6;TNF,,GSE318937_exercise_oleuropein,SIE_active_post_vs_pre,predefined,SIE_Active_Pre,SIE_Active_Post,repair_score,10,10,participant_id,,paired,10,10,10,10,0.14649590214995234,0.07162160499641623,-0.07487429715353609,0.823303010043565,-0.5516609493847217,0.40377911687019147,paired_cohen_dz,-0.09094379133822689,0.775390625,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.9935416666666667,0.9895833333333334,ci_crosses_zero,-0.07487429715353609,-0.5570989765999054,0.413539592342292,0.775390625,0.9895833333333334,ci_crosses_zero,0.0,0.0,0.0,-1.0,-1.0,1.0,False,False,False,False,False,False
drop_classic_cytokines,gene_drop,Drop classic cytokine/chemokine inflammatory genes.,CCL2;CXCL8;IL1B;IL6;TNF,,GSE318937_exercise_oleuropein,SIE_active_post_vs_pre,predefined,SIE_Active_Pre,SIE_Active_Post,balance_score,10,10,participant_id,,paired,10,10,10,10,0.22810163205156736,0.034814890712803546,-0.19328674133876383,0.3427425461140613,-0.4269091533879992,-0.001799316683605414,paired_cohen_dz,-0.5639414876565687,0.138671875,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.39033564814814814,0.3763950892857143,ci_excludes_zero,-0.47471144066974735,-0.7052993933995214,-0.26314545701593306,0.001953125,0.012369791666666666,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,0.2814246993309835,0.2814246993309835,0.592833193432067,-1.0,-1.0,1.0,True,True,True,False,False,False
drop_classic_cytokines,gene_drop,Drop classic cytokine/chemokine inflammatory genes.,CCL2;CXCL8;IL1B;IL6;TNF,,GSE318937_exercise_oleuropein,SIE_active_24h_vs_pre,predefined,SIE_Active_Pre,SIE_Active_Post24h,NAMPT_z,10,10,participant_id,,paired,10,10,10,10,-0.5780273836641305,0.4051351525938275,0.9831625362579579,1.1591186269424747,0.31249708219399763,1.6409146663817724,paired_cohen_dz,0.8481983753909174,0.025390625,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.13778577617809773,0.07381380866683807,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,0.9831625362579579,0.30369233299484455,1.7414601567516572,0.025390625,0.0786985460050847,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,0.0,0.0,0.0,1.0,1.0,1.0,True,True,True,False,False,False
drop_classic_cytokines,gene_drop,Drop classic cytokine/chemokine inflammatory genes.,CCL2;CXCL8;IL1B;IL6;TNF,,GSE318937_exercise_oleuropein,SIE_active_24h_vs_pre,predefined,SIE_Active_Pre,SIE_Active_Post24h,inflammatory_score,10,10,participant_id,,paired,10,10,10,10,-0.08160572990161503,-0.08760252526995607,-0.005996795368341051,0.5641628978106222,-0.34438672363335343,0.30451400488078717,paired_cohen_dz,-0.010629545813120896,0.974609375,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.9935416666666667,0.978515625,ci_crosses_zero,0.011734594893998623,-0.30030211262651557,0.32850524293480293,0.94140625,1.0,ci_crosses_zero,-0.017731390262339674,0.017731390262339674,1.5110355681224215,-1.0,1.0,0.0,False,False,False,False,False,True
drop_classic_cytokines,gene_drop,Drop classic cytokine/chemokine inflammatory genes.,CCL2;CXCL8;IL1B;IL6;TNF,,GSE318937_exercise_oleuropein,SIE_active_24h_vs_pre,predefined,SIE_Active_Pre,SIE_Active_Post24h,repair_score,10,10,participant_id,,paired,10,10,10,10,0.14649590214995234,0.11862048286893341,-0.027875419281018943,0.5570566640697046,-0.360944933230963,0.31694070909456834,paired_cohen_dz,-0.05004054538611693,0.876953125,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.9935416666666667,0.9895833333333334,ci_crosses_zero,-0.027875419281018943,-0.34632720702453196,0.3222243717335377,0.876953125,0.9895833333333334,ci_crosses_zero,0.0,0.0,0.0,-1.0,-1.0,1.0,False,False,False,False,False,False
drop_classic_cytokines,gene_drop,Drop classic cytokine/chemokine inflammatory genes.,CCL2;CXCL8;IL1B;IL6;TNF,,GSE318937_exercise_oleuropein,SIE_active_24h_vs_pre,predefined,SIE_Active_Pre,SIE_Active_Post24h,balance_score,10,10,participant_id,,paired,10,10,10,10,0.22810163205156736,0.20622300813888947,-0.021878623912677864,0.3262223788894276,-0.22097224109467042,0.1473641589942867,paired_cohen_dz,-0.06706659422679759,0.888671875,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.9935416666666667,0.965079365079365,ci_crosses_zero,-0.03961001417501754,-0.2913046222361701,0.15355974918868523,0.8359375,1.0,ci_crosses_zero,0.017731390262339677,0.017731390262339677,0.4476491774022907,-1.0,-1.0,1.0,False,False,False,False,False,False
drop_classic_cytokines,gene_drop,Drop classic cytokine/chemokine inflammatory genes.,CCL2;CXCL8;IL1B;IL6;TNF,,GSE32575_monocytes_obesity_surgery,obese_before_vs_lean,predefined,lean,obese_before,NAMPT_z,12,18,,participant_id,unpaired_independent_unit_mean,24,0,6,18,-0.76551470927014,0.15755309524674876,0.9230678045168887,,0.3247979386301801,1.5485576121610019,hedges_g,1.0672522313387234,0.027194561087782444,unpaired_label_permutation,unpaired_percentile_bootstrap_1000,0.13778577617809773,0.07381380866683807,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,0.9230678045168887,0.3574647752536953,1.4969422146470726,0.028994201159768047,0.0786985460050847,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,0.0,0.0,0.0,1.0,1.0,1.0,True,True,True,False,False,False
drop_classic_cytokines,gene_drop,Drop classic cytokine/chemokine inflammatory genes.,CCL2;CXCL8;IL1B;IL6;TNF,,GSE32575_monocytes_obesity_surgery,obese_before_vs_lean,predefined,lean,obese_before,inflammatory_score,12,18,,participant_id,unpaired_independent_unit_mean,24,0,6,18,-0.3004369986074317,-0.3542414672768207,-0.05380446866938898,,-0.5012276038759533,0.3808596513023166,hedges_g,-0.07875871386868599,0.8568286342731454,unpaired_label_permutation,unpaired_percentile_bootstrap_1000,0.9935416666666667,0.978515625,ci_crosses_zero,0.04751870323426166,-0.3566051615160071,0.467195944081248,0.864627074585083,1.0,ci_crosses_zero,-0.10132317190365064,0.10132317190365064,2.1322798184146405,-1.0,1.0,0.0,False,False,False,False,False,True
drop_classic_cytokines,gene_drop,Drop classic cytokine/chemokine inflammatory genes.,CCL2;CXCL8;IL1B;IL6;TNF,,GSE32575_monocytes_obesity_surgery,obese_before_vs_lean,predefined,lean,obese_before,repair_score,12,18,,participant_id,unpaired_independent_unit_mean,24,0,6,18,-0.2558470722419263,-0.21807183493459603,0.03777523730733029,,-0.44806207977456985,0.5624032483249748,hedges_g,0.05523025028943753,0.9010197960407919,unpaired_label_permutation,unpaired_percentile_bootstrap_1000,0.9935416666666667,0.9895833333333334,ci_crosses_zero,0.03777523730733029,-0.48819962487637125,0.6333082932646286,0.9038192361527695,0.9895833333333334,ci_crosses_zero,0.0,0.0,0.0,1.0,1.0,1.0,False,False,False,False,False,False
drop_classic_cytokines,gene_drop,Drop classic cytokine/chemokine inflammatory genes.,CCL2;CXCL8;IL1B;IL6;TNF,,GSE32575_monocytes_obesity_surgery,obese_before_vs_lean,predefined,lean,obese_before,balance_score,12,18,,participant_id,unpaired_independent_unit_mean,24,0,6,18,0.044589926365505385,0.13616963234222462,0.09157970597671924,,-0.08169004439001694,0.3136911714087156,hedges_g,0.37118765644952306,0.4305138972205559,unpaired_label_permutation,unpaired_percentile_bootstrap_1000,0.8260869565217391,0.8636363636363636,ci_crosses_zero,-0.009743465926931413,-0.17734540531510878,0.1842891739302831,0.9262147570485902,1.0,ci_crosses_zero,0.10132317190365066,0.10132317190365066,10.399089262845214,1.0,-1.0,0.0,False,False,False,False,False,True
drop_classic_cytokines,gene_drop,Drop classic cytokine/chemokine inflammatory genes.,CCL2;CXCL8;IL1B;IL6;TNF,,GSE32575_monocytes_obesity_surgery,obese_after_vs_obese_before,predefined,obese_before,obese_after,NAMPT_z,18,18,participant_id,,paired,18,18,18,18,0.15755309524674876,0.35279004426667915,0.1952369490199303,1.1290124380930087,-0.32078605179396175,0.6836250574175189,paired_cohen_dz,0.17292719055398623,0.47850429914017195,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.8260869565217391,0.59375,ci_crosses_zero,0.1952369490199303,-0.3272648007142487,0.6717328330986624,0.4809038192361528,0.59375,ci_crosses_zero,0.0,0.0,0.0,1.0,1.0,1.0,False,False,False,False,False,False
drop_classic_cytokines,gene_drop,Drop classic cytokine/chemokine inflammatory genes.,CCL2;CXCL8;IL1B;IL6;TNF,,GSE32575_monocytes_obesity_surgery,obese_after_vs_obese_before,predefined,obese_before,obese_after,inflammatory_score,18,18,participant_id,,paired,18,18,18,18,-0.3542414672768207,0.5545327996817778,0.9087742669585985,0.8482208345017566,0.5165599973011396,1.289924174738463,paired_cohen_dz,1.0713887586743975,0.0003999200159968006,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.015196960607878424,0.007598480303939212,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,0.8198063877664318,0.4755241397093038,1.145614896305002,0.0003999200159968006,0.007598480303939212,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,0.08896787919216675,0.08896787919216675,0.1085230372924519,1.0,1.0,1.0,True,True,True,False,False,False
drop_classic_cytokines,gene_drop,Drop classic cytokine/chemokine inflammatory genes.,CCL2;CXCL8;IL1B;IL6;TNF,,GSE32575_monocytes_obesity_surgery,obese_after_vs_obese_before,predefined,obese_before,obese_after,repair_score,18,18,participant_id,,paired,18,18,18,18,-0.21807183493459603,0.38863654976254636,0.6067083846971424,0.924936275510375,0.21578527153972113,1.0149543886767993,paired_cohen_dz,0.6559461454383588,0.013797240551889621,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.11651003132706791,0.11271079117509832,ci_excludes_zero;nominal_p_lt_0.05,0.6067083846971424,0.2171450025346056,1.003453693278815,0.015796840631873626,0.11651003132706793,ci_excludes_zero;nominal_p_lt_0.05,0.0,0.0,0.0,1.0,1.0,1.0,True,True,True,False,False,False
drop_classic_cytokines,gene_drop,Drop classic cytokine/chemokine inflammatory genes.,CCL2;CXCL8;IL1B;IL6;TNF,,GSE32575_monocytes_obesity_surgery,obese_after_vs_obese_before,predefined,obese_before,obese_after,balance_score,18,18,participant_id,,paired,18,18,18,18,0.13616963234222462,-0.16589624991923155,-0.3020658822614562,0.28945052426195833,-0.4275280593028062,-0.17793093728631634,paired_cohen_dz,-1.0435838146490304,0.0003999200159968006,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.015196960607878424,0.007598480303939212,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,-0.2130980030692894,-0.40134269714175397,-0.059688576648704326,0.01779644071185763,0.06762647470505899,ci_excludes_zero;nominal_p_lt_0.05;metric_fdr_lt_0.10,-0.08896787919216681,0.08896787919216681,0.41749747961382194,-1.0,-1.0,1.0,True,True,True,False,False,False
drop_classic_cytokines,gene_drop,Drop classic cytokine/chemokine inflammatory genes.,CCL2;CXCL8;IL1B;IL6;TNF,,GSE272133_muscle_bariatric,OB_w52_vs_OB_w0,predefined,OB_w0,OB_w52,NAMPT_z,13,13,participant_id,,paired,13,13,13,13,0.8186496667344071,0.6513953090343837,-0.16725435770002336,1.076720975423834,-0.7527512802714172,0.35271322599112076,paired_cohen_dz,-0.15533676924440554,0.612060546875,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.95,0.6840676700367647,ci_crosses_zero,-0.16725435770002336,-0.7935454511496135,0.3777185788194449,0.612060546875,0.6840676700367647,ci_crosses_zero,0.0,0.0,0.0,-1.0,-1.0,1.0,False,False,False,False,False,False
drop_classic_cytokines,gene_drop,Drop classic cytokine/chemokine inflammatory genes.,CCL2;CXCL8;IL1B;IL6;TNF,,GSE272133_muscle_bariatric,OB_w52_vs_OB_w0,predefined,OB_w0,OB_w52,inflammatory_score,13,13,participant_id,,paired,13,13,13,13,0.5990547129119457,0.47553666658887006,-0.12351804632307563,0.5135882310618877,-0.38537727937607674,0.14357059497034877,paired_cohen_dz,-0.24050014944402345,0.408935546875,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.81787109375,0.8633083767361112,ci_crosses_zero,-0.04322488253328279,-0.2735118774556169,0.1981731347605974,0.7421875,1.0,ci_crosses_zero,-0.08029316378979284,0.08029316378979284,1.8575681201208074,-1.0,-1.0,1.0,False,False,False,False,False,False
drop_classic_cytokines,gene_drop,Drop classic cytokine/chemokine inflammatory genes.,CCL2;CXCL8;IL1B;IL6;TNF,,GSE272133_muscle_bariatric,OB_w52_vs_OB_w0,predefined,OB_w0,OB_w52,repair_score,13,13,participant_id,,paired,13,13,13,13,0.692646945564631,0.6275935001008607,-0.06505344546377029,0.4066214043395151,-0.2589846780494546,0.1704430841701917,paired_cohen_dz,-0.15998529533741138,0.573486328125,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.9273395944148937,0.9895833333333334,ci_crosses_zero,-0.06505344546377029,-0.2583273443128554,0.12636601282979665,0.573486328125,0.9895833333333334,ci_crosses_zero,0.0,0.0,0.0,-1.0,-1.0,1.0,False,False,False,False,False,False
drop_classic_cytokines,gene_drop,Drop classic cytokine/chemokine inflammatory genes.,CCL2;CXCL8;IL1B;IL6;TNF,,GSE272133_muscle_bariatric,OB_w52_vs_OB_w0,predefined,OB_w0,OB_w52,balance_score,13,13,participant_id,,paired,13,13,13,13,0.09359223265268539,0.1520568335119907,0.058464600859305285,0.2772778959341473,-0.08266189766286886,0.2130829587698374,paired_cohen_dz,0.21085200701750295,0.466552734375,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.8260869565217391,0.8636363636363636,ci_crosses_zero,-0.02182856293048751,-0.1986000628185587,0.15614649977909614,0.819091796875,1.0,ci_crosses_zero,0.08029316378979279,0.08029316378979279,3.678353176316933,1.0,-1.0,0.0,False,False,False,False,False,True
drop_classic_cytokines,gene_drop,Drop classic cytokine/chemokine inflammatory genes.,CCL2;CXCL8;IL1B;IL6;TNF,,GSE272133_muscle_bariatric,T2D_w52_vs_T2D_w0,predefined,T2D_w0,T2D_w52,NAMPT_z,13,13,participant_id,,paired,13,13,13,13,-0.7969901186524605,-0.6730548571163338,0.1239352615361265,0.5859578895232955,-0.15159732574320556,0.4171726406867269,paired_cohen_dz,0.21150881957908904,0.457275390625,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.8260869565217391,0.59375,ci_crosses_zero,0.1239352615361265,-0.14131846147496765,0.4267346053649576,0.457275390625,0.59375,ci_crosses_zero,0.0,0.0,0.0,1.0,1.0,1.0,False,False,False,False,False,False
drop_classic_cytokines,gene_drop,Drop classic cytokine/chemokine inflammatory genes.,CCL2;CXCL8;IL1B;IL6;TNF,,GSE272133_muscle_bariatric,T2D_w52_vs_T2D_w0,predefined,T2D_w0,T2D_w52,inflammatory_score,13,13,participant_id,,paired,13,13,13,13,-0.615894049023614,-0.4586973304772019,0.15719671854641215,0.2769946789108766,0.0038778828832080224,0.286722672712247,paired_cohen_dz,0.5675080805324437,0.06298828125,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.2659505208333333,0.39892578125,ci_excludes_zero,0.17572163373120628,0.056132183166649585,0.2889439925158435,0.019775390625,0.125244140625,ci_excludes_zero;nominal_p_lt_0.05,-0.018524915184794127,0.018524915184794127,0.10542193804737146,1.0,1.0,1.0,True,True,True,False,False,False
drop_classic_cytokines,gene_drop,Drop classic cytokine/chemokine inflammatory genes.,CCL2;CXCL8;IL1B;IL6;TNF,,GSE272133_muscle_bariatric,T2D_w52_vs_T2D_w0,predefined,T2D_w0,T2D_w52,repair_score,13,13,participant_id,,paired,13,13,13,13,-0.80793695393846,-0.5123034917270325,0.29563346221142733,0.410499506206772,0.10118894562596267,0.4980903771765362,paired_cohen_dz,0.7201798241932946,0.02685546875,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.13778577617809773,0.1275634765625,ci_excludes_zero;nominal_p_lt_0.05,0.29563346221142733,0.08497571732954623,0.4934266416856814,0.02685546875,0.1275634765625,ci_excludes_zero;nominal_p_lt_0.05,0.0,0.0,0.0,1.0,1.0,1.0,True,True,True,False,False,False
drop_classic_cytokines,gene_drop,Drop classic cytokine/chemokine inflammatory genes.,CCL2;CXCL8;IL1B;IL6;TNF,,GSE272133_muscle_bariatric,T2D_w52_vs_T2D_w0,predefined,T2D_w0,T2D_w52,balance_score,13,13,participant_id,,paired,13,13,13,13,-0.19204290491484585,-0.053606161249830635,0.13843674366501524,0.28306226149688,-0.01897049959159046,0.2808467493469787,paired_cohen_dz,0.48906817508253786,0.1044921875,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.37680288461538464,0.3649088541666667,ci_crosses_zero,0.11991182848022107,-0.08729851776368805,0.2995413481634128,0.24169921875,0.5277777777777778,ci_crosses_zero,0.01852491518479417,0.01852491518479417,0.15448780507796003,1.0,1.0,1.0,False,False,False,False,False,False
drop_classic_cytokines,gene_drop,Drop classic cytokine/chemokine inflammatory genes.,CCL2;CXCL8;IL1B;IL6;TNF,,GSE282850_muscle_cell_aicar_palmitate,aicar_vs_differentiated,predefined,differentiated,aicar,NAMPT_z,4,3,participant_id,,paired_intersection,3,3,3,3,-1.0381844041326904,-0.34076483646343614,0.6974195676692544,0.6629193517110042,0.04595964744024139,1.3712329173965723,paired_cohen_dz,1.052042855392899,0.25,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.5757575757575758,0.3958333333333333,very_small_n;ci_excludes_zero,0.6974195676692544,0.04595964744024139,1.3712329173965723,0.25,0.3958333333333333,very_small_n;ci_excludes_zero,0.0,0.0,0.0,1.0,1.0,1.0,True,True,True,False,False,False
drop_classic_cytokines,gene_drop,Drop classic cytokine/chemokine inflammatory genes.,CCL2;CXCL8;IL1B;IL6;TNF,,GSE282850_muscle_cell_aicar_palmitate,aicar_vs_differentiated,predefined,differentiated,aicar,inflammatory_score,4,3,participant_id,,paired_intersection,3,3,3,3,-0.06518023949176178,0.013403402921232358,0.07858364241299413,0.07621771890185099,0.0019818125006226817,0.15441135333098105,paired_cohen_dz,1.0310416468143038,0.25,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.5757575757575758,0.6785714285714286,very_small_n;ci_excludes_zero,0.07052184217477644,-0.0499184037124705,0.2338421969622627,0.75,1.0,very_small_n;ci_crosses_zero,0.00806180023821769,0.00806180023821769,0.11431635915349293,1.0,1.0,1.0,False,True,False,False,True,False
drop_classic_cytokines,gene_drop,Drop classic cytokine/chemokine inflammatory genes.,CCL2;CXCL8;IL1B;IL6;TNF,,GSE282850_muscle_cell_aicar_palmitate,aicar_vs_differentiated,predefined,differentiated,aicar,repair_score,4,3,participant_id,,paired_intersection,3,3,3,3,-0.08218931745789225,-0.03315584990688586,0.049033467551006384,0.17865017092696725,-0.05700367285107133,0.2552936026544801,paired_cohen_dz,0.2744663903571154,1.0,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,1.0,1.0,very_small_n;ci_crosses_zero,0.049033467551006384,-0.05700367285107133,0.2552936026544801,1.0,1.0,very_small_n;ci_crosses_zero,0.0,0.0,0.0,1.0,1.0,1.0,False,False,False,False,False,False
drop_classic_cytokines,gene_drop,Drop classic cytokine/chemokine inflammatory genes.,CCL2;CXCL8;IL1B;IL6;TNF,,GSE282850_muscle_cell_aicar_palmitate,aicar_vs_differentiated,predefined,differentiated,aicar,balance_score,4,3,participant_id,,paired_intersection,3,3,3,3,-0.01700907796613045,-0.046559252828118215,-0.02955017486198777,0.11848939141840208,-0.13054728855776832,0.10088224932349903,paired_cohen_dz,-0.24939089068018,0.75,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.9935416666666667,0.9549479166666667,very_small_n;ci_crosses_zero,-0.02148837462377007,-0.15639139741193447,0.07047486784840683,1.0,1.0,very_small_n;ci_crosses_zero,-0.0080618002382177,0.0080618002382177,0.3751703132213581,-1.0,-1.0,1.0,False,False,False,False,False,False
drop_classic_cytokines,gene_drop,Drop classic cytokine/chemokine inflammatory genes.,CCL2;CXCL8;IL1B;IL6;TNF,,GSE282850_muscle_cell_aicar_palmitate,palmitate_vs_differentiated,predefined,differentiated,palmitate,NAMPT_z,4,4,participant_id,,paired,4,4,4,4,-0.8967070142561706,-0.3540867805607291,0.5426202336954415,0.3481511112864116,0.22472902170231557,0.7837306835184648,paired_cohen_dz,1.5585767676870839,0.125,paired_sign_flip_permutation,paired_percentile_bootstrap_1000,0.37680288461538464,0.2721354166666667,very_small_n;ci_excludes_zero,0.5426202336954415,0.22472902170231557,0.7837306835184648,0.125,0.2721354166666667,very_small_n;ci_excludes_zero,0.0,0.0,0.0,1.0,1.0,1.0,True,True,True,False,False,False
